dependents:c5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 675,10.5365(****),0.5129(),-4.4834(****),--,-43.2527(****),--,--,-0.8449(),1.1141(****),0.0689(****),-0.3100(****),-0.1008(****),0.0258(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3978(****),False,True,0.16208696286315027,143508
Model 676,8.9068(****),1.0330(*),-3.0518(****),--,-53.3668(****),--,--,1.8868(**),1.5557(****),0.0264(),-0.1488(****),-0.0898(****),0.0309(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3884(****),True,True,0.12386537433555722,143508
Model 677,17.7833(****),1.8937(****),-6.3198(****),--,--,-7.8027(****),-2.5723(),--,1.5582(****),0.1701(****),-0.2525(****),-0.0748(****),0.0199(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4172(****),False,False,0.2186408114325522,142341
Model 678,15.3244(****),2.2072(****),-4.6011(****),--,--,-5.2265(**),-13.4444(*),--,1.8765(****),0.0950(****),-0.0979(***),-0.0671(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4088(****),True,False,0.18411723742492492,142341
Model 679,10.8683(****),0.1544(),-4.6227(****),--,--,-2.4090(),-23.7513(****),--,1.1304(****),0.0686(****),-0.3088(****),-0.1002(****),0.0256(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3781(****),False,True,0.1615286395316622,142341
Model 680,9.3202(****),0.8504(),-3.0898(****),--,--,-0.7409(),-21.2927(****),--,1.5542(****),0.0282(),-0.1487(****),-0.0896(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3643(****),True,True,0.12302271528322462,142341
Model 681,17.6980(****),2.2191(****),-6.3609(****),--,--,-6.2247(****),--,-2.7124(****),1.5400(****),0.1697(****),-0.2504(****),-0.0745(****),0.0198(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4171(****),False,False,0.21997513963274096,143508
Model 682,14.9578(****),1.9102(****),-4.6326(****),--,--,-6.5183(****),--,0.3151(),1.8660(****),0.0918(****),-0.0974(***),-0.0670(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4069(****),True,False,0.18538825507415502,143508
Model 683,10.9059(****),0.2051(),-4.7236(****),--,--,-3.4145(*),--,-1.8420(**),1.1191(****),0.0678(****),-0.3064(****),-0.0994(****),0.0254(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3759(****),False,True,0.1617708629561433,143508
Model 684,9.0417(****),0.4894(),-3.1263(****),--,--,-2.7017(),--,0.6292(),1.5477(****),0.0255(),-0.1478(****),-0.0894(****),0.0307(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3621(****),True,True,0.12342283515747199,143508
Model 685,17.8267(****),2.1708(****),-6.3269(****),--,--,--,-4.1731(),-3.2823(****),1.5477(****),0.1729(****),-0.2519(****),-0.0743(****),0.0198(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4164(****),False,False,0.21865926779614497,142341
Model 686,15.1174(****),1.9693(****),-4.6148(****),--,--,--,-16.9747(**),0.1416(),1.8816(****),0.0946(****),-0.0972(***),-0.0668(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4087(****),True,False,0.18406132984022816,142341
Model 687,10.9615(****),0.3334(),-4.6334(****),--,--,--,-23.3611(****),-1.5735(*),1.1253(****),0.0699(****),-0.3088(****),-0.0999(****),0.0256(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3780(****),False,True,0.1615509453418571,142341
Model 688,9.1828(****),0.6596(),-3.0829(****),--,--,--,-23.4590(****),1.0022(),1.5565(****),0.0271(),-0.1485(****),-0.0896(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3644(****),True,True,0.12303554981198961,142341
Model 689,16.9193(****),-0.4550(),--,-613.2314(****),122.3880(****),8.5288(***),--,--,1.6197(****),0.1709(****),-0.2486(****),-0.0676(****),0.0206(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4253(****),False,False,0.2171904425133182,142341
Model 690,14.6262(****),0.5809(),--,-371.6863(****),55.6818(**),4.5338(),--,--,1.9167(****),0.0976(****),-0.0962(***),-0.0641(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4239(****),True,False,0.183359852643723,142341
Model 691,9.9193(****),-1.1808(**),--,-289.7560(***),13.9951(),7.8177(**),--,--,1.1493(****),0.0667(****),-0.3109(****),-0.0972(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4011(****),False,True,0.16088338975331884,142341
Model 692,8.6366(****),0.1100(),--,-163.9413(*),-14.3981(),5.4323(*),--,--,1.5686(****),0.0282(),-0.1502(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3879(****),True,True,0.12290616414250877,142341
Model 693,17.3623(****),-0.1591(),--,-424.6844(****),86.5949(****),--,-4.9962(),--,1.6347(****),0.1705(****),-0.2474(****),-0.0676(****),0.0205(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4249(****),False,False,0.21712912436835885,142341
Model 694,14.9510(****),0.8212(),--,-280.5903(****),41.6611(**),--,-11.0474(*),--,1.9218(****),0.0977(****),-0.0955(***),-0.0642(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4231(****),True,False,0.18336288623462393,142341
Model 695,10.3441(****),-0.8819(*),--,-118.8630(*),-15.5201(),--,-11.2303(*),--,1.1622(****),0.0656(***),-0.3099(****),-0.0972(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3999(****),False,True,0.1608478693705475,142341
Model 696,8.9810(****),0.3565(),--,-51.1260(),-33.7508(*),--,-9.1667(),--,1.5721(****),0.0278(),-0.1498(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3872(****),True,True,0.12289259578521328,142341
Model 697,17.5284(****),0.1160(),--,-399.5922(****),82.7251(****),--,--,-1.9971(**),1.6257(****),0.1718(****),-0.2475(****),-0.0675(****),0.0205(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4237(****),False,False,0.21717485525061564,142341
Model 698,14.7441(****),0.5652(),--,-283.2707(****),35.1146(*),--,--,1.1847(),1.9214(****),0.0963(****),-0.0962(***),-0.0641(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4252(****),True,False,0.18335809545888337,142341
Model 699,10.3126(****),-0.9184(*),--,-112.3685(*),-21.7491(),--,--,-0.1877(),1.1593(****),0.0659(***),-0.3102(****),-0.0972(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4010(****),False,True,0.1608237603807201,142341
Model 700,8.6675(****),-0.0038(),--,-64.4073(),-39.3854(**),--,--,2.1878(**),1.5746(****),0.0263(),-0.1502(****),-0.0889(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3902(****),True,True,0.12293988216597085,142341
Model 701,17.6168(****),0.0742(),--,-132.8560(****),--,-2.0814(),3.0123(),--,1.6577(****),0.1715(****),-0.2465(****),-0.0673(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4364(****),False,False,0.21693578041396744,142341
Model 702,15.0310(****),0.9160(*),--,-145.5933(****),--,-0.1372(),-7.3080(),--,1.9319(****),0.0979(****),-0.0947(***),-0.0639(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4294(****),True,False,0.18331388557260797,142341
Model 703,10.0249(****),-1.0282(*),--,-218.0482(****),--,7.1889(***),-14.5825(**),--,1.1553(****),0.0661(***),-0.3104(****),-0.0973(****),0.0263(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4021(****),False,True,0.16092271469675368,142341
Model 704,8.6722(****),0.1577(),--,-207.7690(****),--,7.0004(***),-13.4510(*),--,1.5696(****),0.0282(),-0.1498(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3869(****),True,True,0.12293949683643246,142341
Model 705,17.7975(****),0.3918(),--,-116.4021(****),--,-1.0100(),--,-2.0276(**),1.6520(****),0.1733(****),-0.2461(****),-0.0672(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4351(****),False,False,0.21698450318179063,142341
Model 706,14.8677(****),0.6823(),--,-161.1470(****),--,-0.8785(),--,1.2463(),1.9308(****),0.0965(****),-0.0955(***),-0.0638(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4301(****),True,False,0.18332253382283126,142341
Model 707,10.0365(****),-1.0457(*),--,-231.2751(****),--,6.8863(***),--,-0.5471(),1.1505(****),0.0669(****),-0.3108(****),-0.0971(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4019(****),False,True,0.1608837673923248,142341
Model 708,8.4113(****),-0.1853(),--,-232.7574(****),--,5.8349(**),--,1.8385(**),1.5700(****),0.0271(),-0.1503(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3880(****),True,True,0.122946117410209,142341
Model 709,17.7393(****),0.3555(),--,-129.0421(****),--,--,4.3931(),-2.1444(**),1.6489(****),0.1733(****),-0.2464(****),-0.0671(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4358(****),False,False,0.21698666774829456,142341
Model 710,14.9186(****),0.7377(),--,-158.4093(****),--,--,-8.9411(),1.3597(*),1.9353(****),0.0968(****),-0.0949(***),-0.0638(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4309(****),True,False,0.1833364651972046,142341
Model 711,10.3491(****),-0.9118(*),--,-168.4622(****),--,--,-12.4567(*),-0.0097(),1.1609(****),0.0659(***),-0.3098(****),-0.0972(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3978(****),False,True,0.16084109934619595,142341
Model 712,8.7499(****),-0.0127(),--,-180.7785(****),--,--,-14.7723(**),2.4247(***),1.5732(****),0.0266(),-0.1498(****),-0.0889(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3850(****),True,True,0.12293527488709177,142341
Model 713,17.8221(****),0.0131(),--,--,-17.1373(**),-6.4172(***),1.0556(),--,1.6669(****),0.1696(****),-0.2450(****),-0.0669(****),0.0201(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4309(****),False,False,0.2168214711527292,142341
Model 714,15.2104(****),0.9112(*),--,--,-25.1100(***),-4.2021(*),-6.7038(),--,1.9355(****),0.0970(****),-0.0943(***),-0.0638(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4266(****),True,False,0.183225544060026,142341
Model 715,10.2844(****),-0.9267(*),--,--,-47.8052(****),1.4647(),-11.5134(*),--,1.1665(****),0.0645(***),-0.3095(****),-0.0972(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4024(****),False,True,0.1608200712102008,142341
Model 716,8.8875(****),0.2846(),--,--,-47.9954(****),1.8669(),-9.4939(),--,1.5741(****),0.0272(),-0.1496(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3885(****),True,True,0.122893903331043,142341
Model 717,17.5654(****),0.1717(),--,--,-12.1449(*),-5.4802(***),--,-2.4304(***),1.6513(****),0.1688(****),-0.2426(****),-0.0664(****),0.0200(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4286(****),False,False,0.21810874681906722,143508
Model 718,14.7455(****),0.5880(),--,--,-29.3476(****),-5.5654(***),--,1.0323(),1.9308(****),0.0937(****),-0.0935(***),-0.0635(****),0.0244(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4279(****),True,False,0.1845186047315347,143508
Model 719,10.0269(****),-1.0197(*),--,--,-50.5541(****),0.5473(),--,-0.5893(),1.1611(****),0.0627(***),-0.3072(****),-0.0968(****),0.0260(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4029(****),False,True,0.16109088461376642,143508
Model 720,8.4866(****),-0.0844(),--,--,-54.7061(****),-0.1016(),--,1.9493(**),1.5727(****),0.0237(),-0.1486(****),-0.0887(****),0.0308(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3909(****),True,True,0.12340523997023023,143508
Model 721,17.8629(****),0.2542(),--,--,-17.5406(**),--,-0.0092(),-2.7551(****),1.6580(****),0.1720(****),-0.2444(****),-0.0665(****),0.0200(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4304(****),False,False,0.21683872274189764,142341
Model 722,14.9955(****),0.6628(),--,--,-30.0505(****),--,-9.3907(),0.8673(),1.9426(****),0.0962(****),-0.0938(***),-0.0634(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4291(****),True,False,0.1832000216598778,142341
Model 723,10.3785(****),-0.8515(),--,--,-45.8969(****),--,-10.4422(),-0.2456(),1.1663(****),0.0648(***),-0.3095(****),-0.0972(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4017(****),False,True,0.16081644617927293,142341
Model 724,8.7496(****),0.0582(),--,--,-51.2770(****),--,-11.1367(*),2.2600(***),1.5782(****),0.0256(),-0.1497(****),-0.0889(****),0.0310(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3904(****),True,True,0.12295450276104503,142341
Model 725,18.0141(****),0.2093(),--,--,--,-5.8865(***),-1.7891(),-2.5504(***),1.6555(****),0.1701(****),-0.2441(****),-0.0666(****),0.0200(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4222(****),False,False,0.21685974247517137,142341
Model 726,15.1451(****),0.5143(),--,--,--,-6.0273(***),-14.4229(**),0.8042(),1.9311(****),0.0944(****),-0.0943(***),-0.0638(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4147(****),True,False,0.18314705844432666,142341
Model 727,10.6383(****),-1.2250(**),--,--,--,-1.1654(),-25.2025(****),-1.2402(),1.1763(****),0.0631(***),-0.3053(****),-0.0956(****),0.0257(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3799(****),False,True,0.16048497935691508,142341
Model 728,8.8853(****),-0.4113(),--,--,--,-1.5030(),-23.4634(****),1.2275(),1.5736(****),0.0244(),-0.1482(****),-0.0885(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3665(****),True,True,0.12257224055717697,142341
Model 729,17.2098(****),--,-5.9408(****),-611.4459(****),132.2077(****),8.3928(***),--,--,1.5212(****),0.1727(****),-0.2549(****),-0.0746(****),0.0206(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4175(****),False,False,0.21892159370861564,142341
Model 730,15.1174(****),--,-4.1229(****),-404.6210(****),69.2168(****),6.5961(**),--,--,1.8725(****),0.0976(****),-0.0980(***),-0.0668(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4189(****),True,False,0.18419539044436561,142341
Model 731,10.3356(****),--,-4.3796(****),-289.1438(****),21.2026(),7.0466(**),--,--,1.1042(****),0.0726(****),-0.3136(****),-0.1010(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3964(****),False,True,0.16185040443044285,142341
Model 732,9.1332(****),--,-2.7927(****),-189.1750(*),-4.5964(),6.5614(**),--,--,1.5530(****),0.0304(),-0.1500(****),-0.0897(****),0.0312(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3857(****),True,True,0.12332112518263483,142341
Model 733,17.7131(****),--,-5.9300(****),-425.6693(****),97.3316(****),--,-4.0072(),--,1.5365(****),0.1723(****),-0.2535(****),-0.0745(****),0.0205(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4172(****),False,False,0.21885884440035974,142341
Model 734,15.5795(****),--,-4.0638(****),-265.6281(****),45.0674(**),--,-8.0555(),--,1.8792(****),0.0976(****),-0.0971(***),-0.0668(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4185(****),True,False,0.1841651465035884,142341
Model 735,10.7859(****),--,-4.3585(****),-135.2414(**),-4.3426(),--,-10.8056(*),--,1.1163(****),0.0715(****),-0.3125(****),-0.1010(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3953(****),False,True,0.16182306534689284,142341
Model 736,9.5664(****),--,-2.7312(****),-49.5765(),-29.3967(*),--,-7.3094(),--,1.5572(****),0.0298(),-0.1495(****),-0.0897(****),0.0313(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3852(****),True,True,0.12328631091542219,142341
Model 737,17.9035(****),--,-5.9075(****),-405.5587(****),94.8797(****),--,--,-1.6141(*),1.5301(****),0.1733(****),-0.2534(****),-0.0743(****),0.0206(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4163(****),False,False,0.21889050125896603,142341
Model 738,15.2778(****),--,-4.1222(****),-276.4426(****),39.1946(**),--,--,1.7674(**),1.8794(****),0.0958(****),-0.0981(***),-0.0667(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4209(****),True,False,0.18419400389588125,142341
Model 739,10.7765(****),--,-4.3668(****),-127.2955(*),-10.3656(),--,--,-0.3494(),1.1132(****),0.0719(****),-0.3128(****),-0.1009(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3962(****),False,True,0.16180191866626825,142341
Model 740,9.1714(****),--,-2.7989(****),-67.1471(),-35.0310(*),--,--,2.4229(***),1.5598(****),0.0282(),-0.1500(****),-0.0898(****),0.0312(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3882(****),True,True,0.123357381322174,142341
Model 741,18.0834(****),--,-5.8441(****),-91.8199(***),--,-2.9501(),5.4739(),--,1.5643(****),0.1733(****),-0.2521(****),-0.0739(****),0.0203(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4300(****),False,False,0.21861836191190887,142341
Model 742,15.6513(****),--,-4.0586(****),-125.3245(****),--,0.8067(),-4.0536(),--,1.8912(****),0.0980(****),-0.0961(***),-0.0664(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4260(****),True,False,0.18410847307599232,142341
Model 743,10.4954(****),--,-4.3233(****),-190.2569(****),--,5.8249(**),-12.9969(*),--,1.1117(****),0.0717(****),-0.3130(****),-0.1011(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3981(****),False,True,0.1618762938196342,142341
Model 744,9.2102(****),--,-2.7704(****),-195.8359(****),--,7.2718(***),-11.5289(*),--,1.5548(****),0.0302(),-0.1496(****),-0.0897(****),0.0312(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3855(****),True,True,0.12334841371261196,142341
Model 745,18.3017(****),--,-5.8086(****),-74.0151(**),--,-1.9537(),--,-1.5020(*),1.5635(****),0.1749(****),-0.2513(****),-0.0737(****),0.0204(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4294(****),False,False,0.21864166318013067,142341
Model 746,15.4155(****),--,-4.1077(****),-144.0925(****),--,-0.2304(),--,1.8332(**),1.8910(****),0.0961(****),-0.0971(***),-0.0664(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4269(****),True,False,0.18414791799446417,142341
Model 747,10.5325(****),--,-4.3451(****),-200.5866(****),--,5.6386(**),--,-0.6753(),1.1068(****),0.0726(****),-0.3133(****),-0.1009(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3979(****),False,True,0.1618483230732538,142341
Model 748,8.8894(****),--,-2.8409(****),-222.9335(****),--,5.9359(**),--,2.0185(**),1.5552(****),0.0291(),-0.1502(****),-0.0898(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3865(****),True,True,0.12337574156752995,142341
Model 749,18.1888(****),--,-5.8063(****),-96.1520(****),--,--,6.4875(),-1.7199(**),1.5586(****),0.1750(****),-0.2519(****),-0.0737(****),0.0203(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4305(****),False,False,0.21864412720294935,142341
Model 750,15.4749(****),--,-4.0992(****),-139.0482(****),--,--,-6.5723(),1.9546(**),1.8943(****),0.0962(****),-0.0966(***),-0.0663(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4274(****),True,False,0.18415605603740703,142341
Model 751,10.8157(****),--,-4.3642(****),-147.4010(****),--,--,-10.9610(*),-0.1866(),1.1155(****),0.0717(****),-0.3124(****),-0.1009(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3946(****),False,True,0.16182301952574185,142341
Model 752,9.2453(****),--,-2.8041(****),-170.5514(****),--,--,-13.2818(*),2.6343(****),1.5585(****),0.0285(),-0.1497(****),-0.0898(****),0.0312(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3836(****),True,True,0.12335447976399094,142341
Model 753,18.2147(****),--,-5.9251(****),--,-6.2817(),-6.3740(***),2.2054(),--,1.5692(****),0.1714(****),-0.2509(****),-0.0737(****),0.0201(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4233(****),False,False,0.21854910386566095,142341
Model 754,15.7976(****),--,-4.0761(****),--,-18.8252(**),-2.8555(),-4.3273(),--,1.8933(****),0.0970(****),-0.0958(***),-0.0663(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4222(****),True,False,0.1840271387404122,142341
Model 755,10.7464(****),--,-4.3349(****),--,-40.3350(****),0.7735(),-10.6414(),--,1.1217(****),0.0703(****),-0.3120(****),-0.1010(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3979(****),False,True,0.16178260520309318,142341
Model 756,9.4307(****),--,-2.7466(****),--,-43.9261(****),2.4256(),-7.9835(),--,1.5592(****),0.0291(),-0.1494(****),-0.0897(****),0.0313(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3865(****),True,True,0.12329328994964561,142341
Model 757,18.2310(****),--,-5.9220(****),--,-1.4029(),-5.2527(**),--,-1.8864(**),1.5573(****),0.1700(****),-0.2479(****),-0.0732(****),0.0200(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4216(****),False,False,0.21984479888886588,143508
