dependents:c5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 785,18.0448(****),--,--,--,-13.2231(*),-5.0340(**),2.6560(),-2.2190(***),1.6576(****),0.1713(****),-0.2447(****),-0.0667(****),0.0201(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4292(****),False,False,0.21688347581206746,142341
Model 786,15.2749(****),--,--,--,-25.7387(****),-4.6981(**),-7.2605(),1.5208(*),1.9406(****),0.0957(****),-0.0939(***),-0.0636(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4284(****),True,False,0.1832288432429462,142341
Model 787,10.1654(****),--,--,--,-48.4681(****),1.4765(),-11.6978(*),-0.6444(),1.1646(****),0.0653(***),-0.3100(****),-0.0974(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4017(****),False,True,0.16079938782419834,142341
Model 788,8.7317(****),--,--,--,-51.5793(****),0.6712(),-11.3169(*),2.2142(**),1.5783(****),0.0255(),-0.1497(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3906(****),True,True,0.12295531510696645,142341
Model 789,--,2.4675(****),-6.2169(****),-773.5782(****),165.8866(****),13.8904(****),--,--,1.5960(****),0.1811(****),-0.2529(****),-0.0679(****),0.0185(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4115(****),False,False,0.21679184561496034,142341
Model 790,--,2.8657(****),-4.4829(****),-530.1490(****),94.0809(****),11.0177(****),--,--,1.9323(****),0.1033(****),-0.0956(***),-0.0617(****),0.0234(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4132(****),True,False,0.18250158814518835,142341
Model 791,--,0.7356(),-4.2870(****),-374.2536(****),37.8132(*),10.7683(****),--,--,1.1169(****),0.0724(****),-0.3144(****),-0.0990(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3916(****),False,True,0.16101117852687152,142341
Model 792,--,1.5231(***),-2.8679(****),-247.1942(***),5.3758(),9.1689(***),--,--,1.5625(****),0.0301(),-0.1510(****),-0.0885(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3803(****),True,True,0.12266470433567234,142341
Model 793,--,2.9738(****),-6.2875(****),-464.8921(****),104.2475(****),--,-1.3991(),--,1.6202(****),0.1805(****),-0.2512(****),-0.0677(****),0.0182(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4111(****),False,False,0.21661424686409503,142341
Model 794,--,3.3102(****),-4.4826(****),-292.5093(****),47.7297(***),--,-4.7784(),--,1.9421(****),0.1032(****),-0.0948(***),-0.0616(****),0.0234(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4128(****),True,False,0.18238923403067342,142341
Model 795,--,1.1593(**),-4.3290(****),-136.5151(**),-6.2596(),--,-9.0536(),--,1.1337(****),0.0710(****),-0.3132(****),-0.0989(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3904(****),False,True,0.16091114060799605,142341
Model 796,--,1.8911(****),-2.8566(****),-49.2167(),-32.8530(*),--,-5.4353(),--,1.5678(****),0.0295(),-0.1507(****),-0.0885(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3797(****),True,True,0.1225828081317043,142341
Model 797,--,3.1694(****),-6.3032(****),-450.3650(****),102.9435(****),--,--,-1.2440(),1.6156(****),0.1814(****),-0.2512(****),-0.0676(****),0.0182(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4101(****),False,False,0.21663349308160562,142341
Model 798,--,2.9691(****),-4.4733(****),-307.7522(****),44.5120(**),--,--,2.0209(**),1.9439(****),0.1012(****),-0.0954(***),-0.0615(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4154(****),True,False,0.18243636977592492,142341
Model 799,--,1.0520(*),-4.3232(****),-136.0453(**),-11.2178(),--,--,0.3175(),1.1322(****),0.0709(****),-0.3136(****),-0.0990(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3917(****),False,True,0.16089651378194192,142341
Model 800,--,1.4585(**),-2.8432(****),-70.4311(),-36.5774(**),--,--,2.7438(****),1.5713(****),0.0275(),-0.1510(****),-0.0886(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3832(****),True,True,0.12267820982795608,142341
Model 801,--,3.2219(****),-6.2259(****),-128.0041(****),--,-0.4471(),7.7644(),--,1.6504(****),0.1822(****),-0.2500(****),-0.0670(****),0.0180(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4264(****),False,False,0.21632492394656533,142341
Model 802,--,3.3684(****),-4.4999(****),-159.4265(****),--,2.9853(),-1.0827(),--,1.9561(****),0.1038(****),-0.0937(***),-0.0611(****),0.0234(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4220(****),True,False,0.18233860398822188,142341
Model 803,--,0.9697(*),-4.2531(****),-212.4537(****),--,8.0957(****),-12.0235(*),--,1.1270(****),0.0712(****),-0.3139(****),-0.0991(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3946(****),False,True,0.1610142676835402,142341
Model 804,--,1.6347(***),-2.8585(****),-216.7074(****),--,8.9884(****),-10.1881(),--,1.5651(****),0.0298(),-0.1507(****),-0.0885(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3809(****),True,True,0.12268561698187219,142341
Model 805,--,3.4950(****),-6.2383(****),-110.1159(****),--,0.4970(),--,-1.3603(*),1.6507(****),0.1838(****),-0.2493(****),-0.0669(****),0.0180(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4255(****),False,False,0.21633629378438035,142341
Model 806,--,3.0906(****),-4.4894(****),-173.4716(****),--,2.0442(),--,1.9230(**),1.9580(****),0.1019(****),-0.0942(***),-0.0610(****),0.0234(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4235(****),True,False,0.18238356074289175,142341
Model 807,--,0.9103(*),-4.2688(****),-225.4073(****),--,7.6809(****),--,-0.1083(),1.1237(****),0.0716(****),-0.3142(****),-0.0990(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3947(****),False,True,0.16098527466712265,142341
Model 808,--,1.2485(**),-2.8539(****),-241.2525(****),--,7.6419(****),--,2.2707(***),1.5665(****),0.0284(),-0.1511(****),-0.0886(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3825(****),True,True,0.12273155541190917,142341
Model 809,--,3.4404(****),-6.2419(****),-118.7332(****),--,--,8.9992(),-1.4583(*),1.6447(****),0.1833(****),-0.2499(****),-0.0669(****),0.0180(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4253(****),False,False,0.21635122171740784,142341
Model 810,--,3.1405(****),-4.4863(****),-157.2826(****),--,--,-3.0443(),2.1003(**),1.9585(****),0.1017(****),-0.0942(***),-0.0610(****),0.0234(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4223(****),True,False,0.1823790041873744,142341
Model 811,--,1.0769(*),-4.3279(****),-160.3999(****),--,--,-9.9762(),0.4598(),1.1341(****),0.0707(****),-0.3132(****),-0.0990(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3899(****),False,True,0.16091286987501163,142341
Model 812,--,1.4413(**),-2.8477(****),-180.4591(****),--,--,-11.6393(*),2.9319(****),1.5696(****),0.0279(),-0.1507(****),-0.0886(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3783(****),True,True,0.12266356489332508,142341
Model 813,--,3.1463(****),-6.3093(****),--,-11.1578(),-4.9736(**),4.1843(),--,1.6590(****),0.1799(****),-0.2482(****),-0.0666(****),0.0177(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4183(****),False,False,0.2161976664853561,142341
Model 814,--,3.3373(****),-4.5123(****),--,-23.9147(***),-1.6213(),-1.2948(),--,1.9599(****),0.1026(****),-0.0932(***),-0.0609(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4172(****),True,False,0.1822072118234197,142341
Model 815,--,1.0691(*),-4.2860(****),--,-44.0472(****),2.3732(),-9.8010(),--,1.1387(****),0.0696(****),-0.3128(****),-0.0989(****),0.0246(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3936(****),False,True,0.16088036700923092,142341
Model 816,--,1.7529(***),-2.8541(****),--,-47.9411(****),3.5625(*),-6.5502(),--,1.5700(****),0.0286(),-0.1505(****),-0.0885(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3814(****),True,True,0.12260442311378761,142341
Model 817,--,3.5739(****),-6.2841(****),--,-7.2028(),-3.1068(),--,-1.5200(*),1.6510(****),0.1780(****),-0.2447(****),-0.0662(****),0.0175(*),0.0022(****),0.0001(**),-0.0007(****),0.0018(****),0.4168(****),False,False,0.21746314611734363,143508
Model 818,--,3.1907(****),-4.4730(****),--,-27.8236(****),-2.2374(),--,1.9223(**),1.9586(****),0.0982(****),-0.0917(**),-0.0607(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4192(****),True,False,0.18354311071607388,143508
Model 819,--,1.1130(*),-4.2841(****),--,-47.6450(****),1.9507(),--,0.0047(),1.1351(****),0.0667(****),-0.3100(****),-0.0987(****),0.0245(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3945(****),False,True,0.16117132037660764,143508
Model 820,--,1.4644(**),-2.8278(****),--,-54.6436(****),1.9516(),--,2.5204(***),1.5697(****),0.0244(),-0.1491(****),-0.0885(****),0.0302(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3844(****),True,True,0.12315142121916711,143508
Model 821,--,3.3345(****),-6.3129(****),--,-11.4900(),--,3.3555(),-2.1231(**),1.6524(****),0.1818(****),-0.2478(****),-0.0663(****),0.0176(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4179(****),False,False,0.2162074374835119,142341
Model 822,--,3.0647(****),-4.5108(****),--,-28.4259(****),--,-3.8243(),1.5835(*),1.9655(****),0.1011(****),-0.0931(***),-0.0607(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4197(****),True,False,0.18223336546657698,142341
Model 823,--,1.1134(*),-4.3006(****),--,-42.1820(****),--,-8.5906(),0.2019(),1.1399(****),0.0696(****),-0.3128(****),-0.0990(****),0.0247(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3930(****),False,True,0.16086920020288953,142341
Model 824,--,1.5057(***),-2.8359(****),--,-50.9724(****),--,-8.0677(),2.7627(****),1.5747(****),0.0268(),-0.1506(****),-0.0886(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3836(****),True,True,0.12267944461273728,142341
Model 825,--,3.3385(****),-6.3588(****),--,--,-4.4360(**),2.6599(),-1.9242(**),1.6504(****),0.1805(****),-0.2477(****),-0.0664(****),0.0176(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4125(****),False,False,0.216225810591967,142341
Model 826,--,2.8794(****),-4.5138(****),--,--,-3.7377(*),-9.4366(),1.3285(),1.9564(****),0.0996(****),-0.0933(***),-0.0609(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4060(****),True,False,0.18215045771417682,142341
Model 827,--,0.8313(),-4.4982(****),--,--,-0.2549(),-22.6583(****),-0.7886(),1.1471(****),0.0682(****),-0.3090(****),-0.0976(****),0.0243(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3726(****),False,True,0.16058855995721566,142341
Model 828,--,1.0245(*),-2.8957(****),--,--,-0.0429(),-20.9689(***),1.5931(*),1.5700(****),0.0256(),-0.1491(****),-0.0882(****),0.0302(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3596(****),True,True,0.12229719501703085,142341
Model 829,--,0.5205(),--,-854.0599(****),182.1223(****),17.2234(****),-12.7017(*),--,1.7030(****),0.1803(****),-0.2445(****),-0.0600(****),0.0186(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4185(****),False,False,0.21502541912299988,142341
Model 830,--,1.3651(**),--,-585.4623(****),110.5343(****),12.5733(****),-12.8123(*),--,1.9854(****),0.1039(****),-0.0914(**),-0.0586(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4180(****),True,False,0.18160094632514823,142341
Model 831,--,-0.6410(),--,-442.0145(****),53.9520(**),14.1769(****),-18.9732(**),--,1.1612(****),0.0667(****),-0.3112(****),-0.0952(****),0.0252(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3944(****),False,True,0.16016502874863625,142341
Model 832,--,0.5388(),--,-284.1395(***),16.8059(),10.5367(****),-12.4542(*),--,1.5790(****),0.0276(),-0.1504(****),-0.0875(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3819(****),True,True,0.12228727065976774,142341
Model 833,--,0.7417(),--,-818.4419(****),172.1233(****),16.8296(****),--,-1.8461(**),1.6926(****),0.1812(****),-0.2450(****),-0.0599(****),0.0186(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4182(****),False,False,0.21504047836524298,142341
Model 834,--,1.1347(*),--,-528.9321(****),90.4396(****),9.8187(****),--,1.4995(*),1.9862(****),0.1021(****),-0.0923(**),-0.0585(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4207(****),True,False,0.18160000933129172,142341
Model 835,--,-0.6688(),--,-376.5602(****),31.7689(),11.6129(****),--,-0.0186(),1.1605(****),0.0666(****),-0.3116(****),-0.0952(****),0.0251(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3964(****),False,True,0.16010145030655787,142341
Model 836,--,0.2306(),--,-222.3445(**),-5.9462(),7.1640(**),--,2.3632(***),1.5826(****),0.0258(),-0.1508(****),-0.0876(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3854(****),True,True,0.12233028860530559,142341
Model 837,--,1.1683(**),--,-453.4208(****),96.4688(****),--,0.4163(),-0.9437(),1.7251(****),0.1797(****),-0.2431(****),-0.0596(****),0.0184(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4189(****),False,False,0.2147894088470068,142341
Model 838,--,1.4519(***),--,-326.8721(****),50.9640(***),--,-7.6604(),2.2400(**),1.9970(****),0.1014(****),-0.0915(**),-0.0583(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4208(****),True,False,0.18152247931109156,142341
Model 839,--,-0.3490(),--,-127.9509(*),-15.7005(),--,-9.8286(),0.7565(),1.1803(****),0.0645(***),-0.3104(****),-0.0953(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3958(****),False,True,0.15999048870018073,142341
Model 840,--,0.4761(),--,-77.0478(),-33.0856(*),--,-9.3566(),2.9704(****),1.5883(****),0.0248(),-0.1504(****),-0.0876(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3852(****),True,True,0.12229633009375229,142341
Model 841,--,1.4257(**),--,-153.0706(****),--,1.6371(),8.5957(),-1.2386(),1.7508(****),0.1818(****),-0.2420(****),-0.0590(****),0.0181(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4340(****),False,False,0.2145456199516289,142341
Model 842,--,1.5561(***),--,-174.3250(****),--,1.8796(),-3.2467(),2.0723(**),2.0109(****),0.1021(****),-0.0905(**),-0.0578(****),0.0232(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4297(****),True,False,0.18145440900804888,142341
Model 843,--,-0.4850(),--,-238.4808(****),--,9.3440(****),-13.4786(*),0.2852(),1.1702(****),0.0654(***),-0.3111(****),-0.0954(****),0.0251(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3990(****),False,True,0.16011960158210203,142341
Model 844,--,0.2952(),--,-234.4340(****),--,7.9356(****),-13.4194(*),2.5550(***),1.5848(****),0.0255(),-0.1504(****),-0.0876(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3852(****),True,True,0.12236621241153445,142341
Model 845,--,1.3794(**),--,--,-16.2954(**),-3.3672(),5.5779(),-1.5353(*),1.7616(****),0.1796(****),-0.2400(****),-0.0584(****),0.0178(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4259(****),False,False,0.21437851890366466,142341
Model 846,--,1.5553(***),--,--,-27.5377(****),-2.9810(),-2.8927(),1.9121(**),2.0154(****),0.1010(****),-0.0899(**),-0.0576(****),0.0231(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4251(****),True,False,0.18130980771439698,142341
Model 847,--,-0.3703(),--,--,-50.8376(****),3.0323(),-10.5528(),0.2709(),1.1832(****),0.0635(***),-0.3100(****),-0.0952(****),0.0248(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3985(****),False,True,0.1599720939527255,142341
Model 848,--,0.4289(),--,--,-53.3129(****),2.0841(),-9.2262(),2.6461(***),1.5903(****),0.0242(),-0.1502(****),-0.0876(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3865(****),True,True,0.12229154440109968,142341
Model 849,--,--,-5.7594(****),-875.2000(****),198.6980(****),18.0574(****),-11.4762(*),--,1.6105(****),0.1824(****),-0.2497(****),-0.0662(****),0.0187(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4110(****),False,False,0.2166511420926066,142341
Model 850,--,--,-3.8726(****),-634.9630(****),129.2171(****),15.4192(****),-10.7408(),--,1.9476(****),0.1043(****),-0.0924(**),-0.0608(****),0.0236(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4134(****),True,False,0.18229201667698436,142341
Model 851,--,--,-4.1324(****),-452.9338(****),64.0444(***),13.9780(****),-18.1230(**),--,1.1188(****),0.0721(****),-0.3135(****),-0.0986(****),0.0251(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3899(****),False,True,0.16105371594250062,142341
Model 852,--,--,-2.5242(****),-317.3299(****),28.8616(),12.1116(****),-11.2763(),--,1.5653(****),0.0294(),-0.1501(****),-0.0882(****),0.0306(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3796(****),True,True,0.12261869606002873,142341
Model 853,--,--,-5.7460(****),-844.4200(****),189.6216(****),17.5565(****),--,-1.2681(),1.6033(****),0.1830(****),-0.2500(****),-0.0661(****),0.0187(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4111(****),False,False,0.21664995103739437,142341
Model 854,--,--,-3.9259(****),-573.4677(****),106.6517(****),12.0824(****),--,2.1436(**),1.9488(****),0.1019(****),-0.0935(***),-0.0607(****),0.0236(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4166(****),True,False,0.1823291672705203,142341
Model 855,--,--,-4.1469(****),-390.2600(****),42.8697(*),11.5361(****),--,-0.0542(),1.1178(****),0.0721(****),-0.3139(****),-0.0986(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3918(****),False,True,0.1609957300812439,142341
Model 856,--,--,-2.5846(****),-250.4804(***),4.0382(),8.3343(***),--,2.6168(***),1.5691(****),0.0275(),-0.1506(****),-0.0884(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3833(****),True,True,0.12268560205743229,142341
Model 857,--,--,-5.7388(****),-464.8027(****),111.1639(****),--,2.0985(),-0.1975(),1.6386(****),0.1814(****),-0.2478(****),-0.0656(****),0.0184(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4122(****),False,False,0.21637194998215925,142341
Model 858,--,--,-3.8462(****),-321.3601(****),56.4857(****),--,-4.7782(),3.0867(****),1.9629(****),0.1009(****),-0.0925(***),-0.0604(****),0.0236(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4173(****),True,False,0.1821968845010551,142341
Model 859,--,--,-4.1164(****),-143.7538(**),-4.0111(),--,-8.9046(),0.8118(),1.1381(****),0.0698(****),-0.3125(****),-0.0986(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3914(****),False,True,0.16088085991626455,142341
Model 860,--,--,-2.5117(****),-78.8336(),-28.6711(*),--,-7.7313(),3.3505(****),1.5760(****),0.0262(),-0.1501(****),-0.0883(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3834(****),True,True,0.12262682746721343,142341
Model 861,--,--,-5.6152(****),-111.6587(****),--,0.9093(),12.0112(*),-0.3883(),1.6720(****),0.1836(****),-0.2461(****),-0.0647(****),0.0181(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4294(****),False,False,0.21604227099712014,142341
Model 862,--,--,-3.8429(****),-155.9209(****),--,2.7657(),0.1544(),2.8971(****),1.9791(****),0.1017(****),-0.0912(**),-0.0598(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4276(****),True,False,0.18211769795711163,142341
Model 863,--,--,-4.0673(****),-210.8724(****),--,8.3208(****),-11.4523(*),0.3420(),1.1302(****),0.0705(****),-0.3133(****),-0.0987(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3955(****),False,True,0.1609883592495076,142341
Model 864,--,--,-2.5539(****),-224.8918(****),--,8.2263(****),-11.6221(*),2.8623(****),1.5725(****),0.0270(),-0.1502(****),-0.0884(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3841(****),True,True,0.12271288948804848,142341
Model 865,--,--,-5.7211(****),--,-4.2841(),-3.1977(),7.4262(),-0.7567(),1.6773(****),0.1813(****),-0.2444(****),-0.0642(****),0.0179(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4195(****),False,False,0.21593638611189792,142341
Model 866,--,--,-3.8623(****),--,-21.1921(**),-1.7286(),-0.3878(),2.6817(****),1.9819(****),0.1006(****),-0.0907(**),-0.0597(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4218(****),True,False,0.18198079870278416,142341
Model 867,--,--,-4.0843(****),--,-42.9834(****),2.6531(),-9.3506(),0.3255(),1.1421(****),0.0687(****),-0.3120(****),-0.0984(****),0.0247(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3943(****),False,True,0.1608486289163763,142341
Model 868,--,--,-2.5238(****),--,-49.7569(****),2.6028(),-7.8018(),2.9584(****),1.5779(****),0.0256(),-0.1499(****),-0.0883(****),0.0305(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3848(****),True,True,0.12262647177951247,142341
Model 869,--,--,--,-876.1170(****),191.0555(****),18.9603(****),-11.5645(*),-1.5310(*),1.6976(****),0.1818(****),-0.2438(****),-0.0596(****),0.0187(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4173(****),False,False,0.21504736410150804,142341
Model 870,--,--,--,-599.8818(****),113.4631(****),12.3785(****),-13.5998(*),1.9935(**),1.9925(****),0.1023(****),-0.0908(**),-0.0582(****),0.0233(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4203(****),True,False,0.18159365386255089,142341
Model 871,--,--,--,-428.9341(****),49.7883(**),13.6246(****),-19.1045(***),-0.0842(),1.1613(****),0.0668(****),-0.3115(****),-0.0954(****),0.0251(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3943(****),False,True,0.16015259146924277,142341
Model 872,--,--,--,-274.4321(***),10.8903(),8.9765(***),-14.2387(*),2.5888(***),1.5841(****),0.0255(),-0.1503(****),-0.0875(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3845(****),True,True,0.12236549323514012,142341
Model 873,16.9168(****),1.5216(***),-6.2158(****),-578.3437(****),121.5822(****),6.9588(**),--,--,1.5152(****),0.1724(****),-0.2565(****),-0.0755(****),0.0204(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4170(****),False,False,0.21898263863821354,142341
Model 874,14.7747(****),2.1584(****),-4.5696(****),-358.8806(****),53.2164(**),4.4700(),--,--,1.8643(****),0.0973(****),-0.0998(***),-0.0674(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4181(****),True,False,0.1843244184576145,142341
Model 875,10.2932(****),0.2528(),-4.4266(****),-284.2308(***),19.6305(),6.8173(**),--,--,1.1039(****),0.0727(****),-0.3137(****),-0.1012(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3963(****),False,True,0.16185221918786852,142341
Model 876,8.9806(****),1.1870(**),-3.0463(****),-166.3445(*),-12.6631(),5.4211(*),--,--,1.5517(****),0.0309(),-0.1505(****),-0.0899(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3854(****),True,True,0.12336303689066652,142341
Model 877,17.2882(****),1.7862(****),-6.2531(****),-425.3513(****),93.4396(****),--,-5.8259(),--,1.5276(****),0.1721(****),-0.2555(****),-0.0755(****),0.0204(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4163(****),False,False,0.2189450105377173,142341
Model 878,15.0965(****),2.3973(****),-4.5710(****),-269.1978(****),39.4911(**),--,-11.0629(*),--,1.8694(****),0.0974(****),-0.0991(***),-0.0674(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4173(****),True,False,0.18432805445673006,142341
Model 879,10.6733(****),0.5318(),-4.4576(****),-135.9230(**),-5.2251(),--,-11.2636(*),--,1.1151(****),0.0718(****),-0.3128(****),-0.1012(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3951(****),False,True,0.16183128899165655,142341
Model 880,9.3220(****),1.4303(**),-3.0436(****),-53.5771(),-32.1147(*),--,-8.9032(),--,1.5551(****),0.0305(),-0.1501(****),-0.0900(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3848(****),True,True,0.1233486516641279,142341
Model 881,17.4787(****),2.1107(****),-6.2801(****),-396.4274(****),88.9686(****),--,--,-2.2993(***),1.5167(****),0.1736(****),-0.2556(****),-0.0755(****),0.0204(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4149(****),False,False,0.21900543401753436,142341
Model 882,14.8973(****),2.1515(****),-4.5651(****),-271.0320(****),32.9509(*),--,--,1.0963(),1.8689(****),0.0961(****),-0.0998(***),-0.0673(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4193(****),True,False,0.1843206791484664,142341
Model 883,10.6869(****),0.5494(),-4.4681(****),-125.9728(*),-11.5066(),--,--,-0.5275(),1.1115(****),0.0723(****),-0.3132(****),-0.1011(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3959(****),False,True,0.16181029247853773,142341
Model 884,9.0189(****),1.0791(*),-3.0297(****),-66.2089(),-37.5893(**),--,--,2.0971(**),1.5576(****),0.0290(),-0.1505(****),-0.0900(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3876(****),True,True,0.12339167750096314,142341
Model 885,17.6086(****),2.0477(****),-6.2220(****),-101.3251(****),--,-3.5894(),3.1783(),--,1.5527(****),0.1729(****),-0.2543(****),-0.0751(****),0.0201(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4279(****),False,False,0.21873153694211478,142341
