dependents:c2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 404,-0.3159(),0.2842(),--,-43.5970(****),--,--,--,2.5097(****),0.3708(****),0.0637(****),-0.1105(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0763(****),True,True,0.04657501837850275,159558
Model 405,3.0138(****),1.0664(****),--,--,-8.4140(****),-3.1549(****),--,--,0.3329(****),0.1171(****),-0.1482(****),-0.0051(*),0.0007(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0843(****),False,False,0.09073378498233209,160738
Model 406,1.9884(****),0.5320(***),--,--,0.4146(),-0.2397(),--,--,0.4684(****),0.0817(****),-0.0953(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0848(****),True,False,0.07685216874875223,160738
Model 407,0.1932(),0.7347(****),--,--,-19.3196(****),-0.5785(),--,--,0.1657(****),0.0841(****),-0.1684(****),-0.0147(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0753(****),False,True,0.05896550276589496,160738
Model 408,-0.0741(),0.4387(**),--,--,-6.1202(**),1.6897(**),--,--,0.3660(****),0.0640(****),-0.1095(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0747(****),True,True,0.046110067174555125,160738
Model 409,2.9317(****),1.0120(****),--,--,-12.4317(****),--,0.7876(),--,0.3358(****),0.1187(****),-0.1491(****),-0.0050(*),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0856(****),False,False,0.08995063864016717,159558
Model 410,2.0154(****),0.5443(***),--,--,0.0929(),--,0.5517(),--,0.4694(****),0.0829(****),-0.0959(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0850(****),True,False,0.07630457394099333,159558
Model 411,0.1210(),0.7165(****),--,--,-19.2879(****),--,-1.9290(),--,0.1660(****),0.0855(****),-0.1696(****),-0.0148(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0753(****),False,True,0.05890415462759524,159558
Model 412,-0.0266(),0.4753(**),--,--,-4.9066(*),--,0.9588(),--,0.3662(****),0.0654(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0742(****),True,True,0.04595233296427814,159558
Model 413,2.8351(****),0.9705(****),--,--,-12.4630(****),--,--,0.1341(),0.3358(****),0.1172(****),-0.1480(****),-0.0049(*),0.0006(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0857(****),False,False,0.09057529353520977,160738
Model 414,1.7692(****),0.3608(*),--,--,-4.1107(),--,--,1.6367(****),0.4751(****),0.0804(****),-0.0955(****),-0.0047(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0870(****),True,False,0.07712343678558253,160738
Model 415,-0.0826(),0.5863(****),--,--,-23.3091(****),--,--,1.2936(****),0.1691(****),0.0829(****),-0.1684(****),-0.0150(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0767(****),False,True,0.05913999426838823,160738
Model 416,-0.3367(),0.2741(),--,--,-10.8537(****),--,--,2.4097(****),0.3712(****),0.0623(****),-0.1098(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0769(****),True,True,0.046658309225550254,160738
Model 417,3.0341(****),0.9765(****),--,--,--,-4.0383(****),-0.5962(),--,0.3328(****),0.1175(****),-0.1489(****),-0.0051(*),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0800(****),False,False,0.09000480444465886,159558
Model 418,2.0217(****),0.5502(***),--,--,--,-0.1544(),0.6849(),--,0.4693(****),0.0829(****),-0.0959(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0850(****),True,False,0.0763049250259501,159558
Model 419,0.2231(),0.5602(***),--,--,--,-2.0184(***),-7.9643(****),--,0.1706(****),0.0847(****),-0.1679(****),-0.0144(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0665(****),False,True,0.05846147606226637,159558
Model 420,-0.1033(),0.3717(*),--,--,--,1.3560(*),-1.5526(),--,0.3662(****),0.0650(****),-0.1100(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0719(****),True,True,0.04595166277852425,159558
Model 421,2.9815(****),0.9275(****),--,--,--,-4.2436(****),--,0.2579(),0.3325(****),0.1157(****),-0.1478(****),-0.0050(*),0.0006(),0.0004(****),0.0001(****),-0.0002(****),0.0007(****),0.0799(****),False,False,0.09064007167286425,160738
Model 422,1.8252(****),0.3558(*),--,--,--,-1.5925(**),--,1.7034(****),0.4726(****),0.0801(****),-0.0957(****),-0.0048(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0851(****),True,False,0.07714126616853634,160738
Model 423,0.1568(),0.4189(**),--,--,--,-3.3341(****),--,0.8893(***),0.1724(****),0.0824(****),-0.1665(****),-0.0144(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0656(****),False,True,0.05850711247736862,160738
Model 424,-0.3239(),0.1581(),--,--,--,-0.4508(),--,2.1113(****),0.3690(****),0.0622(****),-0.1096(****),-0.0122(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0717(****),True,True,0.04651197783122085,160738
Model 425,2.9194(****),0.8824(****),--,--,--,--,-4.2384(*),-0.1429(),0.3356(****),0.1176(****),-0.1481(****),-0.0048(*),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0796(****),False,False,0.08974939713798813,159558
Model 426,1.8777(****),0.3755(*),--,--,--,--,-2.6178(),1.6585(****),0.4755(****),0.0813(****),-0.0960(****),-0.0048(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.07658467002831837,159558
Model 427,0.0260(),0.4178(**),--,--,--,--,-11.3987(****),0.7767(***),0.1734(****),0.0836(****),-0.1674(****),-0.0144(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0661(****),False,True,0.05846105392482415,159558
Model 428,-0.2903(),0.2027(),--,--,--,--,-4.7699(*),2.2246(****),0.3709(****),0.0632(****),-0.1100(****),-0.0123(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0722(****),True,True,0.04643424798878282,159558
Model 429,3.1013(****),--,-1.5118(****),-211.7994(****),47.4458(****),--,--,--,0.2975(****),0.1195(****),-0.1507(****),-0.0067(**),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0803(****),False,False,0.09140629837768999,159558
Model 430,2.1993(****),--,-0.9749(****),-84.0966(****),23.9442(****),--,--,--,0.4551(****),0.0830(****),-0.0962(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0826(****),True,False,0.07673792017834502,159558
Model 431,0.4086(),--,-1.0380(****),-109.5208(****),11.9547(*),--,--,--,0.1519(****),0.0872(****),-0.1699(****),-0.0153(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0731(****),False,True,0.05942443913287232,159558
Model 432,0.1950(),--,-0.6205(****),-16.7961(),1.9891(),--,--,--,0.3628(****),0.0656(****),-0.1098(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0736(****),True,True,0.04605266650626072,159558
Model 433,3.3269(****),--,-1.4621(****),-44.2325(****),--,-0.9528(),--,--,0.3143(****),0.1202(****),-0.1495(****),-0.0064(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0866(****),False,False,0.09089693071881733,159558
Model 434,2.2533(****),--,-0.9694(****),-9.5368(),--,0.9861(),--,--,0.4634(****),0.0833(****),-0.0954(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0868(****),True,False,0.07661337427339054,159558
Model 435,0.3174(),--,-1.0043(****),-83.2846(****),--,1.9478(**),--,--,0.1521(****),0.0870(****),-0.1700(****),-0.0153(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.05943603730777269,159558
Model 436,0.0472(),--,-0.6244(****),-30.9911(***),--,3.0206(****),--,--,0.3636(****),0.0655(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0755(****),True,True,0.04615888744398733,159558
Model 437,3.2391(****),--,-1.4647(****),-58.8020(****),--,--,5.2897(**),--,0.3112(****),0.1201(****),-0.1499(****),-0.0064(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0872(****),False,False,0.09092673828049991,159558
Model 438,2.2521(****),--,-0.9714(****),-6.5643(),--,--,3.2050(),--,0.4612(****),0.0831(****),-0.0957(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0861(****),True,False,0.07661677225091168,159558
Model 439,0.4183(),--,-1.0169(****),-68.6737(****),--,--,-0.4517(),--,0.1535(****),0.0870(****),-0.1698(****),-0.0153(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0746(****),False,True,0.05939180517789089,159558
Model 440,0.1796(),--,-0.6227(****),-12.1594(),--,--,1.8038(),--,0.3627(****),0.0656(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0739(****),True,True,0.046056404718561206,159558
Model 441,3.1845(****),--,-1.4695(****),-60.2491(****),--,--,--,0.8692(***),0.3181(****),0.1198(****),-0.1497(****),-0.0064(**),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0879(****),False,False,0.09096558430590351,159558
Model 442,2.0594(****),--,-1.0123(****),-26.1464(**),--,--,--,2.1005(****),0.4679(****),0.0814(****),-0.0962(****),-0.0053(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0882(****),True,False,0.07703913633978443,159558
Model 443,0.1416(),--,-1.0262(****),-86.5790(****),--,--,--,1.6549(****),0.1570(****),0.0857(****),-0.1701(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0758(****),False,True,0.05968093176975808,159558
Model 444,-0.1490(),--,-0.6637(****),-38.5853(****),--,--,--,2.6199(****),0.3680(****),0.0638(****),-0.1103(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0762(****),True,True,0.0467373878052707,159558
Model 445,3.4799(****),--,-1.4877(****),--,-3.0063(),-2.6190(****),--,--,0.3142(****),0.1177(****),-0.1477(****),-0.0063(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0833(****),False,False,0.09136645267239796,160738
Model 446,2.2619(****),--,-0.9842(****),--,3.1091(),0.3214(),--,--,0.4601(****),0.0817(****),-0.0949(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0841(****),True,False,0.07717272403077391,160738
Model 447,0.5769(),--,-1.0027(****),--,-15.5571(****),-0.2790(),--,--,0.1565(****),0.0847(****),-0.1680(****),-0.0152(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0749(****),False,True,0.059256248540805245,160738
Model 448,0.1619(),--,-0.6212(****),--,-4.0567(),2.0621(***),--,--,0.3629(****),0.0640(****),-0.1091(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0744(****),True,True,0.04621899611250113,160738
Model 449,3.2452(****),--,-1.5050(****),--,-7.4683(***),--,2.2271(),--,0.3158(****),0.1193(****),-0.1490(****),-0.0062(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0845(****),False,False,0.09063523514283167,159558
Model 450,2.2267(****),--,-0.9859(****),--,2.6705(),--,1.7497(),--,0.4604(****),0.0828(****),-0.0957(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0842(****),True,False,0.07662147408097886,159558
Model 451,0.4142(),--,-1.0174(****),--,-15.7689(****),--,-1.0010(),--,0.1565(****),0.0863(****),-0.1694(****),-0.0153(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0748(****),False,True,0.05921457004649622,159558
Model 452,0.1767(),--,-0.6233(****),--,-2.8504(),--,1.8451(),--,0.3630(****),0.0655(****),-0.1098(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0740(****),True,True,0.04605245253596879,159558
Model 453,3.2399(****),--,-1.5036(****),--,-7.7079(****),--,--,0.5126(*),0.3182(****),0.1175(****),-0.1477(****),-0.0062(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0849(****),False,False,0.09128358532257597,160738
Model 454,2.0015(****),--,-1.0388(****),--,-2.0375(),--,--,1.8621(****),0.4661(****),0.0801(****),-0.0955(****),-0.0053(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0863(****),True,False,0.07753174571271026,160738
Model 455,0.2403(),--,-1.0166(****),--,-20.0702(****),--,--,1.4828(****),0.1602(****),0.0835(****),-0.1682(****),-0.0156(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0763(****),False,True,0.05949785289060738,160738
Model 456,-0.1306(),--,-0.6646(****),--,-9.2672(****),--,--,2.5413(****),0.3682(****),0.0624(****),-0.1095(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0766(****),True,True,0.04682383511835986,160738
Model 457,3.3411(****),--,-1.5322(****),--,--,-3.4241(****),2.4014(),--,0.3126(****),0.1186(****),-0.1491(****),-0.0064(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0812(****),False,False,0.09074794789776419,159558
Model 458,2.2263(****),--,-0.9812(****),--,--,0.4062(),2.3944(),--,0.4615(****),0.0830(****),-0.0957(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.07661534531162795,159558
Model 459,0.4838(),--,-1.1111(****),--,--,-1.6881(**),-6.0203(**),--,0.1593(****),0.0858(****),-0.1681(****),-0.0150(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0675(****),False,True,0.05891706537967423,159558
Model 460,0.0724(),--,-0.6465(****),--,--,1.7045(**),-0.4104(),--,0.3631(****),0.0652(****),-0.1097(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0724(****),True,True,0.04608847869645938,159558
Model 461,3.3719(****),--,-1.5298(****),--,--,-3.6072(****),--,0.7214(**),0.3160(****),0.1166(****),-0.1478(****),-0.0063(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0815(****),False,False,0.09140929339539872,160738
Model 462,2.0472(****),--,-1.0344(****),--,--,-1.1381(),--,1.9406(****),0.4648(****),0.0799(****),-0.0956(****),-0.0053(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.07754646513378105,160738
Model 463,0.4395(),--,-1.1439(****),--,--,-2.9922(****),--,1.1180(****),0.1616(****),0.0833(****),-0.1667(****),-0.0152(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0666(****),False,True,0.059037825515957154,160738
Model 464,-0.1468(),--,-0.7001(****),--,--,-0.2040(),--,2.2330(****),0.3660(****),0.0624(****),-0.1094(****),-0.0124(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0720(****),True,True,0.04671251962264855,160738
Model 465,3.1825(****),--,-1.5523(****),--,--,--,-1.5911(),0.2376(),0.3165(****),0.1183(****),-0.1486(****),-0.0062(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0807(****),False,False,0.0905667780434567,159558
Model 466,2.0483(****),--,-1.0304(****),--,--,--,-1.3384(),1.8755(****),0.4670(****),0.0812(****),-0.0961(****),-0.0053(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0855(****),True,False,0.07698017908128862,159558
Model 467,0.2449(),--,-1.1298(****),--,--,--,-9.7130(****),0.9556(****),0.1624(****),0.0846(****),-0.1678(****),-0.0152(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0669(****),False,True,0.058972837088539176,159558
Model 468,-0.1379(),--,-0.6871(****),--,--,--,-3.9210(),2.3394(****),0.3678(****),0.0634(****),-0.1099(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0725(****),True,True,0.046621009475565134,159558
Model 469,2.7472(****),--,--,-323.1101(****),66.6952(****),5.1742(****),--,--,0.3140(****),0.1193(****),-0.1500(****),-0.0052(*),0.0009(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0818(****),False,False,0.09063406794285456,159558
Model 470,1.8364(****),--,--,-187.1686(****),43.3626(****),4.6985(****),--,--,0.4623(****),0.0833(****),-0.0961(****),-0.0051(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0836(****),True,False,0.07650571709894083,159558
Model 471,0.0178(),--,--,-208.5254(****),29.3420(****),4.7320(****),--,--,0.1567(****),0.0866(****),-0.1698(****),-0.0145(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0739(****),False,True,0.059122529643824806,159558
Model 472,-0.1868(),--,--,-121.7544(****),22.0539(***),4.9016(****),--,--,0.3640(****),0.0656(****),-0.1101(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0740(****),True,True,0.04606782763680306,159558
Model 473,3.0275(****),--,--,-210.0372(****),43.9181(****),--,0.6650(),--,0.3212(****),0.1189(****),-0.1493(****),-0.0051(*),0.0009(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0820(****),False,False,0.09044602542732672,159558
Model 474,2.0955(****),--,--,-86.0729(****),23.0200(****),--,0.4843(),--,0.4647(****),0.0831(****),-0.0958(****),-0.0051(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0837(****),True,False,0.07634974724521648,159558
Model 475,0.2793(),--,--,-105.6481(****),9.6162(),--,-1.8118(),--,0.1627(****),0.0860(****),-0.1692(****),-0.0145(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0738(****),False,True,0.05896303488598453,159558
Model 476,0.0686(),--,--,-15.4476(),0.2431(),--,1.3806(),--,0.3657(****),0.0652(****),-0.1099(****),-0.0122(****),0.0048(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0741(****),True,True,0.045893874211621055,159558
Model 477,2.9353(****),--,--,-218.8370(****),44.3106(****),--,--,0.7898(***),0.3249(****),0.1184(****),-0.1494(****),-0.0052(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0826(****),False,False,0.09051067908418187,159558
Model 478,1.8806(****),--,--,-105.2827(****),22.2867(****),--,--,1.9808(****),0.4705(****),0.0814(****),-0.0964(****),-0.0049(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0858(****),True,False,0.07673844348866998,159558
Model 479,-0.0018(),--,--,-120.1767(****),8.1106(),--,--,1.6274(****),0.1660(****),0.0847(****),-0.1695(****),-0.0149(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0751(****),False,True,0.05923829700120098,159558
Model 480,-0.2645(),--,--,-39.2604(*),-0.5799(),--,--,2.5730(****),0.3711(****),0.0634(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0766(****),True,True,0.04655279212404406,159558
Model 481,3.1963(****),--,--,-61.0379(****),--,-0.8791(),4.9708(*),--,0.3335(****),0.1194(****),-0.1485(****),-0.0049(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0878(****),False,False,0.0900318942866909,159558
Model 482,2.1286(****),--,--,-15.7134(),--,0.7857(),2.5349(),--,0.4716(****),0.0833(****),-0.0952(****),-0.0049(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0876(****),True,False,0.07623830363593309,159558
Model 483,0.1742(),--,--,-89.5238(****),--,2.2727(**),-1.7284(),--,0.1621(****),0.0858(****),-0.1695(****),-0.0146(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0763(****),False,True,0.05900252627552127,159558
Model 484,-0.0722(),--,--,-34.3660(***),--,2.9586(****),0.7136(),--,0.3664(****),0.0652(****),-0.1099(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0758(****),True,True,0.04599599474033589,159558
Model 485,3.1501(****),--,--,-60.9792(****),--,-1.1363(),--,0.8522(***),0.3402(****),0.1190(****),-0.1483(****),-0.0049(*),0.0008(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0883(****),False,False,0.0900705866297975,159558
Model 486,1.9708(****),--,--,-28.6487(**),--,-0.1863(),--,2.0190(****),0.4774(****),0.0816(****),-0.0958(****),-0.0048(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0890(****),True,False,0.07662137639512301,159558
Model 487,-0.0550(),--,--,-102.4156(****),--,1.4532(*),--,1.5553(****),0.1657(****),0.0847(****),-0.1697(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0769(****),False,True,0.059247244412773625,159558
Model 488,-0.3383(),--,--,-52.1902(****),--,1.7438(*),--,2.4697(****),0.3711(****),0.0635(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0773(****),True,True,0.04658738098880588,159558
