dependents:d2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 789,--,-0.0431(****),-0.0060(****),3.5989(****),-0.6774(****),-0.1724(****),--,--,-0.0001(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(),False,False,0.03249895747487386,159558
Model 790,--,-0.0365(****),-0.0097(****),3.5881(****),-0.7931(****),-0.1916(****),--,--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(**),True,False,0.03236511134307862,159558
Model 791,--,-0.0418(****),-0.0057(****),3.6177(****),-0.6875(****),-0.1711(****),--,--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,True,0.02981731547821287,159558
Model 792,--,-0.0348(****),-0.0097(****),3.6393(****),-0.8139(****),-0.1918(****),--,--,-0.0001(),0.0000(),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.029811366537652928,159558
Model 793,--,-0.0486(****),-0.0054(****),-0.1011(),0.0165(),--,0.1075(****),--,-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(),False,False,0.025831479024713166,159558
Model 794,--,-0.0423(****),-0.0100(****),-0.4636(****),0.0046(),--,0.0533(****),--,-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(***),True,False,0.02410760941330692,159558
Model 795,--,-0.0469(****),-0.0053(****),-0.0884(),0.0099(),--,0.1180(****),--,-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(),False,True,0.023316968356529633,159558
Model 796,--,-0.0405(****),-0.0102(****),-0.4384(****),-0.0109(),--,0.0644(****),--,-0.0002(),0.0001(),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(****),True,True,0.02152219247636955,159558
Model 797,--,-0.0463(****),-0.0054(****),0.0271(),0.0718(**),--,--,-0.0164(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.026246284345689874,159558
Model 798,--,-0.0403(****),-0.0098(****),-0.3258(**),0.0399(),--,--,-0.0190(****),-0.0003(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.025130640127246306,159558
Model 799,--,-0.0449(****),-0.0054(****),0.0122(),0.0725(*),--,--,-0.0152(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,True,0.02347531682556414,159558
Model 800,--,-0.0387(****),-0.0100(****),-0.3306(**),0.0304(),--,--,-0.0172(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.02226541155612005,159558
Model 801,--,-0.0472(****),-0.0062(****),0.7347(****),--,-0.1181(****),0.1436(****),--,-0.0004(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.03126589699865023,159558
Model 802,--,-0.0407(****),-0.0098(****),0.3615(****),--,-0.1234(****),0.0800(****),--,-0.0003(),0.0000(),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.029704641990889513,159558
Model 803,--,-0.0451(****),-0.0063(****),0.7274(****),--,-0.1181(****),0.1567(****),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.028757653401393357,159558
Model 804,--,-0.0387(****),-0.0102(****),0.3352(****),--,-0.1233(****),0.0920(****),--,-0.0002(),0.0001(),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.027139096901928172,159558
Model 805,--,-0.0452(****),-0.0061(****),0.9658(****),--,-0.1076(****),--,-0.0103(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.030631845670473834,159558
Model 806,--,-0.0391(****),-0.0097(****),0.5215(****),--,-0.1151(****),--,-0.0122(****),-0.0003(),0.0001(),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.02987442890848402,159558
Model 807,--,-0.0435(****),-0.0062(****),0.9569(****),--,-0.1074(****),--,-0.0093(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.02787079239147794,159558
Model 808,--,-0.0373(****),-0.0100(****),0.4889(****),--,-0.1156(****),--,-0.0103(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.027080562328129498,159558
Model 809,--,-0.0469(****),-0.0054(****),0.1064(*),--,--,0.1275(****),-0.0182(****),-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.026993665294602343,159558
Model 810,--,-0.0407(****),-0.0099(****),-0.2663(****),--,--,0.0812(****),-0.0206(****),-0.0003(),0.0001(*),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.0254088644071645,159558
Model 811,--,-0.0453(****),-0.0054(****),0.0870(*),--,--,0.1362(****),-0.0171(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.024325372027501957,159558
Model 812,--,-0.0391(****),-0.0101(****),-0.3085(****),--,--,0.0873(****),-0.0188(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.02259400757226515,159558
Model 813,--,-0.0469(****),-0.0057(****),--,0.0742(****),-0.0917(****),0.1623(****),--,-0.0004(*),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,False,0.030115373433901915,159558
Model 814,--,-0.0398(****),-0.0097(****),--,-0.0301(*),-0.1076(****),0.1051(****),--,-0.0003(),0.0001(),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.02945445514347722,159558
Model 815,--,-0.0448(****),-0.0059(****),--,0.0739(****),-0.0919(****),0.1745(****),--,-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,True,0.027621347614874447,159558
Model 816,--,-0.0377(****),-0.0100(****),--,-0.0373(**),-0.1080(****),0.1174(****),--,-0.0002(),0.0001(*),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.026944060590735397,159558
Model 817,--,-0.0551(****),-0.0089(****),--,0.1963(****),-0.1137(****),--,-0.0218(****),-0.0006(**),0.0001(**),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.044189013995845294,160738
Model 818,--,-0.0458(****),-0.0134(****),--,0.0344(*),-0.1363(****),--,-0.0234(****),-0.0004(),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,False,0.04457567510694582,160738
Model 819,--,-0.0523(****),-0.0093(****),--,0.2015(****),-0.1135(****),--,-0.0208(****),-0.0003(),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.0389841716297199,160738
Model 820,--,-0.0432(****),-0.0139(****),--,0.0257(),-0.1368(****),--,-0.0207(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.039472889379131515,160738
Model 821,--,-0.0470(****),-0.0054(****),--,0.0270(*),--,0.1266(****),-0.0180(****),-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.026987169869175598,159558
Model 822,--,-0.0407(****),-0.0099(****),--,-0.0662(****),--,0.0847(****),-0.0210(****),-0.0003(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.0253756698411286,159558
Model 823,--,-0.0453(****),-0.0054(****),--,0.0226(),--,0.1356(****),-0.0170(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02432168235304122,159558
Model 824,--,-0.0391(****),-0.0101(****),--,-0.0791(****),--,0.0916(****),-0.0192(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.022561298225321935,159558
Model 825,--,-0.0454(****),-0.0054(****),--,--,-0.0796(****),0.1992(****),-0.0091(****),-0.0005(*),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(*),False,False,0.030175100371339858,159558
Model 826,--,-0.0391(****),-0.0096(****),--,--,-0.1009(****),0.1146(****),-0.0122(****),-0.0003(),0.0001(),-0.0000(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.029876619298112694,159558
Model 827,--,-0.0435(****),-0.0055(****),--,--,-0.0806(****),0.2090(****),-0.0081(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(*),False,True,0.027620248904348665,159558
Model 828,--,-0.0373(****),-0.0100(****),--,--,-0.1030(****),0.1217(****),-0.0104(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.027223603656632123,159558
Model 829,--,-0.0451(****),--,4.4644(****),-0.9778(****),-0.2067(****),0.2566(****),--,-0.0000(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(****),False,False,0.03476222997110101,159558
Model 830,--,-0.0397(****),--,4.2311(****),-1.0042(****),-0.2160(****),0.1927(****),--,-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0001(****),True,False,0.03263280230614252,159558
Model 831,--,-0.0435(****),--,4.5070(****),-0.9948(****),-0.2062(****),0.2644(****),--,-0.0000(),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(**),False,True,0.03230611247924842,159558
Model 832,--,-0.0380(****),--,4.3397(****),-1.0423(****),-0.2175(****),0.2028(****),--,-0.0001(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0001(****),True,True,0.030258462522358975,159558
Model 833,--,-0.0440(****),--,3.5250(****),-0.6554(****),-0.1652(****),--,-0.0075(****),0.0000(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.03218095735265725,159558
Model 834,--,-0.0384(****),--,3.5097(****),-0.7632(****),-0.1856(****),--,-0.0078(****),0.0000(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(***),True,False,0.031351856048955185,159558
Model 835,--,-0.0428(****),--,3.5751(****),-0.6768(****),-0.1656(****),--,-0.0058(****),-0.0000(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.0294743301058793,159558
Model 836,--,-0.0371(****),--,3.6195(****),-0.8043(****),-0.1883(****),--,-0.0054(***),-0.0001(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(***),True,True,0.028718627911745953,159558
Model 837,--,-0.0482(****),--,0.1063(),-0.0064(),--,0.1277(****),-0.0182(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.026587207270871382,159558
Model 838,--,-0.0432(****),--,-0.2717(*),-0.0027(),--,0.0807(****),-0.0209(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(*),True,False,0.024177721645291306,159558
Model 839,--,-0.0466(****),--,0.0998(),-0.0109(),--,0.1354(****),-0.0169(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02391361028945349,159558
Model 840,--,-0.0418(****),--,-0.2474(*),-0.0233(),--,0.0864(****),-0.0190(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.021316035745272077,159558
Model 841,--,-0.0476(****),--,0.7663(****),--,-0.1107(****),0.1535(****),-0.0123(****),-0.0003(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.031251279614589844,159558
Model 842,--,-0.0422(****),--,0.4310(****),--,-0.1172(****),0.0965(****),-0.0143(****),-0.0003(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,False,0.02909866950572615,159558
Model 843,--,-0.0458(****),--,0.7494(****),--,-0.1110(****),0.1640(****),-0.0112(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.028620049423639604,159558
Model 844,--,-0.0406(****),--,0.3892(****),--,-0.1175(****),0.1031(****),-0.0123(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,True,0.02628168286047239,159558
Model 845,--,-0.0473(****),--,--,0.0829(****),-0.0847(****),0.1695(****),-0.0108(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,False,0.030053470855591513,159558
Model 846,--,-0.0414(****),--,--,-0.0126(),-0.1012(****),0.1168(****),-0.0123(****),-0.0002(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.028711166304373092,159558
Model 847,--,-0.0455(****),--,--,0.0798(****),-0.0854(****),0.1797(****),-0.0097(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,True,0.027453923339846087,159558
Model 848,--,-0.0398(****),--,--,-0.0252(),-0.1023(****),0.1245(****),-0.0102(****),-0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.025980333690613144,159558
Model 849,--,--,-0.0125(****),5.5492(****),-1.3009(****),-0.2495(****),0.2391(****),--,-0.0004(),0.0001(),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(),False,False,0.01886399996756849,159558
Model 850,--,--,-0.0160(****),5.0253(****),-1.2696(****),-0.2504(****),0.1656(****),--,-0.0003(),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(*),True,False,0.02239604888103952,159558
Model 851,--,--,-0.0123(****),5.3864(****),-1.2556(****),-0.2454(****),0.2575(****),--,-0.0002(),0.0001(**),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(),False,True,0.017737410629625194,159558
Model 852,--,--,-0.0159(****),4.9679(****),-1.2573(****),-0.2488(****),0.1855(****),--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(***),True,True,0.021221787905931544,159558
Model 853,--,--,-0.0121(****),4.5734(****),-0.9591(****),-0.2022(****),--,-0.0158(****),-0.0004(),0.0001(**),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,False,0.017314803265998546,159558
Model 854,--,--,-0.0156(****),4.3062(****),-1.0220(****),-0.2166(****),--,-0.0139(****),-0.0003(),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.021894950326303064,159558
Model 855,--,--,-0.0120(****),4.3831(****),-0.9070(****),-0.1980(****),--,-0.0140(****),-0.0002(),0.0001(***),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,True,0.015609120800119558,159558
Model 856,--,--,-0.0156(****),4.2314(****),-1.0081(****),-0.2160(****),--,-0.0107(****),-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.020202327793657493,159558
Model 857,--,--,-0.0121(****),0.3797(***),-0.1453(****),--,0.0876(****),-0.0292(****),-0.0008(****),0.0001(**),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.007989294472367847,159558
Model 858,--,--,-0.0166(****),-0.1394(),-0.1214(****),--,0.0375(**),-0.0292(****),-0.0005(*),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,False,0.01160847675820953,159558
Model 859,--,--,-0.0123(****),0.2181(*),-0.0957(**),--,0.1090(****),-0.0276(****),-0.0005(*),0.0001(****),-0.0001(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,True,0.006854197135260143,159558
Model 860,--,--,-0.0169(****),-0.2381(*),-0.1013(***),--,0.0542(****),-0.0265(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(),True,True,0.009978508973754963,159558
Model 861,--,--,-0.0129(****),0.6480(****),--,-0.1197(****),0.1034(****),-0.0224(****),-0.0009(****),0.0001(*),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.013280450581516723,159558
Model 862,--,--,-0.0163(****),0.2235(****),--,-0.1245(****),0.0441(***),-0.0219(****),-0.0006(**),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.017063231925859013,159558
Model 863,--,--,-0.0133(****),0.6764(****),--,-0.1232(****),0.1350(****),-0.0210(****),-0.0004(*),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.01257792730736973,159558
Model 864,--,--,-0.0168(****),0.2100(****),--,-0.1271(****),0.0667(****),-0.0190(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.01574026228355374,159558
Model 865,--,--,-0.0123(****),--,0.0225(),-0.0946(****),0.1330(****),-0.0202(****),-0.0009(****),0.0001(**),-0.0002(***),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.012244711877743453,159558
Model 866,--,--,-0.0160(****),--,-0.0889(****),-0.1122(****),0.0776(****),-0.0190(****),-0.0006(**),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(****),True,False,0.01724055617807929,159558
Model 867,--,--,-0.0127(****),--,0.0374(**),-0.0976(****),0.1599(****),-0.0189(****),-0.0005(*),0.0002(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.011477569216586936,159558
Model 868,--,--,-0.0164(****),--,-0.0890(****),-0.1151(****),0.0985(****),-0.0161(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,True,0.01593008305260346,159558
Model 869,--,--,--,5.4475(****),-1.2691(****),-0.2352(****),0.2476(****),-0.0183(****),-0.0003(),0.0001(*),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,False,0.01774734747549378,159558
Model 870,--,--,--,4.9684(****),-1.2399(****),-0.2414(****),0.1769(****),-0.0173(****),-0.0002(),0.0001(),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),0.0000(*),True,False,0.019921540713677355,159558
Model 871,--,--,--,5.3255(****),-1.2388(****),-0.2332(****),0.2629(****),-0.0161(****),-0.0001(),0.0001(**),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,True,0.016411943909604654,159558
Model 872,--,--,--,4.9833(****),-1.2537(****),-0.2432(****),0.1913(****),-0.0138(****),-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(***),True,True,0.018432311062912876,159558
Model 873,-0.0605(****),-0.0403(****),-0.0060(****),2.8958(****),-0.5146(****),-0.1469(****),--,--,0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,False,0.03997459260455949,159558
Model 874,-0.0588(****),-0.0342(****),-0.0094(****),2.9045(****),-0.6277(****),-0.1651(****),--,--,0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.03930818406610248,159558
Model 875,-0.0659(****),-0.0394(****),-0.0049(****),3.0598(****),-0.5719(****),-0.1454(****),--,--,0.0000(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(*),-0.0000(****),False,True,0.038286178763138445,159558
Model 876,-0.0636(****),-0.0330(****),-0.0085(****),3.0879(****),-0.6886(****),-0.1651(****),--,--,-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.03757010201658906,159558
Model 877,-0.0684(****),-0.0448(****),-0.0055(****),-0.2617(**),0.0643(*),--,0.1262(****),--,0.0000(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,False,0.03558991996850047,159558
Model 878,-0.0678(****),-0.0390(****),-0.0096(****),-0.5760(****),0.0472(),--,0.0819(****),--,0.0001(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.03351841023163471,159558
Model 879,-0.0735(****),-0.0435(****),-0.0045(****),-0.0782(),0.0039(),--,0.1338(****),--,-0.0002(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(**),-0.0000(*),-0.0000(**),False,True,0.03404815160580832,159558
Model 880,-0.0725(****),-0.0377(****),-0.0087(****),-0.3949(***),-0.0152(),--,0.0913(****),--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.0317796345128909,159558
Model 881,-0.0664(****),-0.0429(****),-0.0055(****),-0.1790(),0.1294(****),--,--,-0.0125(****),0.0000(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,False,0.03539976229737529,159558
Model 882,-0.0657(****),-0.0372(****),-0.0094(****),-0.4922(****),0.0955(***),--,--,-0.0152(****),0.0001(),0.0001(**),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,False,0.03395315297845969,159558
Model 883,-0.0715(****),-0.0421(****),-0.0045(****),-0.0398(),0.0741(**),--,--,-0.0092(****),-0.0001(),0.0001(**),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(**),-0.0000(****),False,True,0.03351063745766658,159558
Model 884,-0.0703(****),-0.0363(****),-0.0086(****),-0.3529(***),0.0381(),--,--,-0.0120(****),-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.031866116193090877,159558
Model 885,-0.0648(****),-0.0436(****),-0.0062(****),0.6546(****),--,-0.1068(****),0.1621(****),--,0.0000(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.03998169170398369,159558
Model 886,-0.0639(****),-0.0377(****),-0.0094(****),0.3065(****),--,-0.1112(****),0.1081(****),--,0.0000(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.03801859643218242,159558
Model 887,-0.0689(****),-0.0422(****),-0.0054(****),0.6124(****),--,-0.1021(****),0.1659(****),--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.03806933136750823,159558
Model 888,-0.0676(****),-0.0363(****),-0.0088(****),0.2569(****),--,-0.1071(****),0.1129(****),--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,True,0.03597556783398259,159558
Model 889,-0.0631(****),-0.0418(****),-0.0061(****),0.8892(****),--,-0.0975(****),--,-0.0073(****),0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.038887129462601644,159558
Model 890,-0.0621(****),-0.0361(****),-0.0093(****),0.4726(****),--,-0.1041(****),--,-0.0092(****),0.0001(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.03775117453541477,159558
Model 891,-0.0678(****),-0.0410(****),-0.0052(****),0.8227(****),--,-0.0937(****),--,-0.0044(**),-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.03681331931923737,159558
